,teacher_id,meditation_id,med_list_batch_id,med_list_scrape_date,med_list_scrape_status,med_detail_batch_id,med_detail_scrape_date,med_detail_scrape_status,title,upload_date,duration,plays,rating,reviews,track_type,activity,suitable_for,topics,description,meditation_url,image_url
9463,alokmitus,/guided-meditations/m8z4q3c3d0r1p6j4c1f1h4b7z0m1s1k7y6r5h6k6,5,2022-12-13 13:27:50.334276,meditation found,64,2022-12-16 22:59:44.205697,title found,Sleep Music Delta Waves: Relaxing Music To Help You Slee- 19,2022-10-15T07:47:42.000Z,PT49M25S,44,,0,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/sleep-music-delta-waves-relaxing-music-to-help-you-slee-19,https://libraryitems.insighttimer.com/m8z4q3c3d0r1p6j4c1f1h4b7z0m1s1k7y6r5h6k6/pictures/tiny_rectangle_medium.jpeg
9464,alokmitus,/guided-meditations/z4t7s8d1u8l2c0b2n0e5h0m6f4p8q6u1g7g7t2z8,5,2022-12-13 13:27:50.337814,meditation found,64,2022-12-16 22:59:50.875414,title found, Deep Sleep Music Inner Peace  Relaxing Music For Stress   5,2022-10-13T07:54:05.000Z,PT1H1S,42,4.75,4,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/deep-sleep-music-inner-peace-relaxing-music-for-stress-5,https://libraryitems.insighttimer.com/z4t7s8d1u8l2c0b2n0e5h0m6f4p8q6u1g7g7t2z8/pictures/tiny_rectangle_medium.jpeg
9465,alokmitus,/guided-meditations/e7d6z5w1y0k6n8g7q1y5x6e5z8x8y6h6j0e5z2u1,5,2022-12-13 13:27:50.341837,meditation found,64,2022-12-16 22:59:53.458153,title found,Listening For 5 Minutes Sleep Music That Makes You Fall Asleep - 73,2022-10-15T08:04:08.000Z,PT40M6S,42,4,1,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/listening-for-5-minutes-sleep-music-that-makes-you-fall-asleep-73,https://libraryitems.insighttimer.com/e7d6z5w1y0k6n8g7q1y5x6e5z8x8y6h6j0e5z2u1/pictures/tiny_rectangle_medium.jpeg
9466,alokmitus,/guided-meditations/j3x0d5l9d5k0v1d4b4j7m4e6e5h7n9e6u9n8f3y4,5,2022-12-13 13:27:50.345370,meditation found,64,2022-12-16 22:59:55.982570,title found,Sleep Music Delta Waves Binaural Beats Lucidity - 60,2022-10-14T16:57:28.000Z,PT30M12S,41,4.67,3,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.
",https://insighttimer.com/alokmitus/guided-meditations/sleep-music-delta-waves-binaural-beats-lucidity-60,https://libraryitems.insighttimer.com/j3x0d5l9d5k0v1d4b4j7m4e6e5h7n9e6u9n8f3y4/pictures/tiny_rectangle_medium.jpeg
9467,alokmitus,/guided-meditations/r5q4x7k2w0g8e6y5z3v2a0y7u1s9p8w2g5x8s2t4,5,2022-12-13 13:27:50.348904,meditation found,64,2022-12-16 23:00:02.367577,title found,30 Min Deep Sleep Trance: Sleep Music ,2022-10-12T14:56:53.000Z,PT30M7S,41,4.5,2,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/30-min-deep-sleep-trance-sleep-music,https://libraryitems.insighttimer.com/r5q4x7k2w0g8e6y5z3v2a0y7u1s9p8w2g5x8s2t4/pictures/tiny_rectangle_medium.jpeg
9468,alokmitus,/guided-meditations/e8h0w1h5f8t5f8h0l9z0w3r9g7g7l3j5a1u4j6g8,5,2022-12-13 13:27:50.352921,meditation found,64,2022-12-16 23:00:04.768391,title found,"Relaxation Meditation Music, Lucid Dreaming ",2022-10-12T15:11:27.000Z,PT13M35S,38,4.33,3,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/relaxation-meditation-music-lucid-dreaming,https://libraryitems.insighttimer.com/e8h0w1h5f8t5f8h0l9z0w3r9g7g7l3j5a1u4j6g8/pictures/tiny_rectangle_medium.jpeg
9469,alokmitus,/guided-meditations/m0h2b8u4t0d7e0k9p2e3j1d7u2j8a5c3e3w3j1y1,5,2022-12-13 13:27:50.355458,meditation found,64,2022-12-16 23:00:07.421541,title found,Tranquil Sleep Music Peaceful Meditation Music Stress - 56,2022-10-14T07:57:09.000Z,PT45M4S,37,4.5,2,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/tranquil-sleep-music-peaceful-meditation-music-stress-56,https://libraryitems.insighttimer.com/m0h2b8u4t0d7e0k9p2e3j1d7u2j8a5c3e3w3j1y1/pictures/tiny_rectangle_medium.jpeg
9470,alokmitus,/guided-meditations/q2n6b0b3c6z9j8c1t2s0m2h3p2u2s1y7d3j7d9n6,5,2022-12-13 13:27:50.359029,meditation found,64,2022-12-16 23:00:14.311791,title found, I Thought I Could Not Beat Insomnia But Then I Stress  4,2022-10-13T07:37:37.000Z,PT45M2S,35,,0,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/i-thought-i-could-not-beat-insomnia-but-then-i-stress-4,https://libraryitems.insighttimer.com/q2n6b0b3c6z9j8c1t2s0m2h3p2u2s1y7d3j7d9n6/pictures/tiny_rectangle_medium.jpeg
9471,alokmitus,/guided-meditations/r7n1k4m9l6v1e3b2t5c5q3k6y9l9l0z9a0u1d7n1,5,2022-12-13 13:27:50.362025,meditation found,64,2022-12-16 23:00:16.967967,title found,Royal Baby Relaxing Instrumental Piano Songs Lullabies-   13,2022-10-14T11:42:58.000Z,PT49M2S,33,5,1,music,Meditation,Everyone,"Anxiety,Visualization,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality,Binaural Beats","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/royal-baby-relaxing-instrumental-piano-songs-lullabies-13,https://libraryitems.insighttimer.com/r7n1k4m9l6v1e3b2t5c5q3k6y9l9l0z9a0u1d7n1/pictures/tiny_rectangle_medium.jpeg
9472,alokmitus,/guided-meditations/f2v5q9g2e8c4y2k7b3c4m8k8r7z9v0m0w9p7y1q2,5,2022-12-13 13:27:50.365565,meditation found,64,2022-12-16 23:00:21.949034,title found,Sleep Music Delta Waves: Relaxing Music To Help You Slee- 24,2022-10-16T04:21:34.000Z,PT45M50S,34,4,1,music,Meditation,Everyone,"Anxiety,Visualization,Sound Healing,Relaxation Meditation,Stress & Anxiety,Spirituality,Spirituality","Dear Yoginis/Yogis: 
Namaste. 

Enjoy this supercalifragilisticexpialidocious music. By help of this music, you will dive deep easily. This music is Ideal for relaxation, sleep, and meditation.

Please let me know what you think of the recording by rating it. If there is something that you think was good or something that you have missed. Please comment. I will take care of your feedback. 

Thank you very much.
Best Regards
Alok.",https://insighttimer.com/alokmitus/guided-meditations/sleep-music-delta-waves-relaxing-music-to-help-you-slee-24,https://libraryitems.insighttimer.com/f2v5q9g2e8c4y2k7b3c4m8k8r7z9v0m0w9p7y1q2/pictures/tiny_rectangle_medium.jpeg
